,dep_delay
94160,-5.0
94161,-8.0
94162,-6.0
94163,-1.0
94164,-4.0
94165,-5.0
94166,-5.0
94167,5.0
94168,-2.0
94169,-3.0
94170,42.0
94171,-1.0
94172,0.0
94173,16.0
94174,-1.0
94175,-8.0
94176,-3.0
94177,70.0
94178,20.0
94179,-10.0
94180,-9.0
94181,208.0
94182,45.0
94183,11.0
94184,-13.0
94185,18.0
94186,-8.0
94187,54.0
94188,5.0
94189,-5.0
94190,-3.0
94191,215.0
94192,34.0
94193,33.0
94194,108.0
94195,4.0
94196,111.0
94197,56.0
94198,-8.0
94199,-3.0
94200,3.0
94201,58.0
94202,15.0
94203,41.0
94204,-3.0
94205,3.0
94206,-5.0
94207,51.0
94208,118.0
94209,42.0
94210,77.0
94211,53.0
94212,26.0
94213,25.0
94214,-7.0
94215,-6.0
94216,-6.0
94217,24.0
94218,-6.0
94219,-3.0
94220,-4.0
94221,71.0
94222,117.0
94223,-2.0
94224,119.0
94225,-1.0
94226,0.0
94227,48.0
94228,-4.0
94229,21.0
94230,246.0
94231,2.0
94232,7.0
94233,13.0
94234,-6.0
94235,4.0
94236,-1.0
94237,190.0
94238,96.0
94239,27.0
94240,9.0
94241,29.0
94242,30.0
94243,-2.0
94244,143.0
94245,22.0
94246,164.0
94247,-2.0
94248,43.0
94249,-2.0
94250,48.0
94251,0.0
94252,-10.0
94253,80.0
94254,-1.0
94255,32.0
94256,52.0
94257,43.0
94258,63.0
94259,215.0
94260,-8.0
94261,98.0
94262,44.0
94263,55.0
94264,85.0
94265,21.0
94266,33.0
94267,14.0
94268,3.0
94269,50.0
94270,-1.0
94271,4.0
94272,21.0
94273,9.0
94274,-5.0
94275,-5.0
94276,-5.0
94277,40.0
94278,87.0
94279,-3.0
94280,-3.0
94281,88.0
94282,-3.0
94283,238.0
94284,15.0
94285,-4.0
94286,31.0
94287,77.0
94288,192.0
94289,92.0
94290,4.0
94291,44.0
94292,275.0
94293,31.0
94294,-8.0
94295,38.0
94296,75.0
94297,-4.0
94298,14.0
94299,106.0
94300,16.0
94301,21.0
94302,47.0
94303,19.0
94304,0.0
94305,17.0
94306,28.0
94307,48.0
94308,-2.0
94309,99.0
94310,50.0
94311,25.0
94312,13.0
94313,77.0
94314,78.0
94315,58.0
94316,73.0
94317,-1.0
94318,0.0
94319,-1.0
94320,160.0
94321,0.0
94322,32.0
94323,-5.0
94324,-2.0
94325,124.0
94326,25.0
94327,114.0
94328,6.0
94329,42.0
94330,72.0
94331,129.0
94332,36.0
94333,2.0
94334,8.0
94335,75.0
94336,94.0
94337,101.0
94338,13.0
94339,22.0
94340,182.0
94341,114.0
94342,29.0
94343,16.0
94344,0.0
94345,48.0
94346,1.0
94347,-7.0
94348,-2.0
94349,-2.0
94350,28.0
94351,166.0
94352,2.0
94353,83.0
94354,36.0
94355,6.0
94356,12.0
94357,23.0
94358,-7.0
94359,31.0
94360,105.0
94361,72.0
94362,-3.0
94363,7.0
94364,18.0
94365,20.0
94366,-9.0
94367,90.0
94368,-9.0
94369,59.0
94370,-5.0
94371,76.0
94372,55.0
94373,-5.0
94374,56.0
94375,-1.0
94376,29.0
94377,25.0
94378,11.0
94379,2.0
94380,182.0
94381,2.0
94382,3.0
94383,8.0
94384,0.0
94385,96.0
94386,96.0
94387,112.0
94388,43.0
94389,39.0
94390,3.0
94391,78.0
94392,4.0
94393,14.0
94394,91.0
94395,2.0
94396,47.0
94397,66.0
94398,220.0
94399,-4.0
94400,77.0
94401,22.0
94402,-2.0
94403,73.0
94404,-6.0
94405,69.0
94406,-5.0
94407,-5.0
94408,-5.0
94409,-3.0
94410,41.0
94411,-3.0
94412,88.0
94413,102.0
94414,-1.0
94415,119.0
94416,0.0
94417,0.0
94418,107.0
94419,97.0
94420,-3.0
94421,10.0
94422,-8.0
94423,56.0
94424,-3.0
94425,8.0
94426,9.0
94427,-3.0
94428,-1.0
94429,15.0
94430,75.0
94431,12.0
94432,-13.0
94433,160.0
94434,27.0
94435,85.0
94436,-4.0
94437,-4.0
94438,117.0
94439,60.0
94440,91.0
94441,-4.0
94442,272.0
94443,-2.0
94444,240.0
94445,63.0
94446,-4.0
94447,6.0
94448,-4.0
94449,73.0
94450,14.0
94451,-4.0
94452,43.0
94453,12.0
94454,133.0
94455,104.0
94456,-4.0
94457,91.0
94458,82.0
94459,-6.0
94460,-6.0
94461,31.0
94462,61.0
94463,-2.0
94464,0.0
94465,243.0
94466,24.0
94467,0.0
94468,-9.0
94469,96.0
94470,131.0
94471,37.0
94472,57.0
94473,38.0
94474,81.0
94475,87.0
94476,-2.0
94477,179.0
94478,24.0
94479,-15.0
94480,196.0
94481,105.0
94482,16.0
94483,120.0
94484,52.0
94485,48.0
94486,133.0
94487,0.0
94488,66.0
94489,85.0
94490,8.0
94491,245.0
94492,74.0
94493,75.0
94494,56.0
94495,92.0
94496,107.0
94497,49.0
94498,2.0
94499,244.0
94500,-1.0
94501,-3.0
94502,208.0
94503,14.0
94504,63.0
94505,0.0
94506,66.0
94507,161.0
94508,42.0
94509,104.0
94510,81.0
94511,46.0
94512,33.0
94513,118.0
94514,-6.0
94515,124.0
94516,-6.0
94517,56.0
94518,57.0
94519,82.0
94520,53.0
94521,-2.0
94522,59.0
94523,85.0
94524,90.0
94525,90.0
94526,0.0
94527,55.0
94528,16.0
94529,31.0
94530,36.0
94531,113.0
94532,64.0
94533,-10.0
94534,237.0
94535,221.0
94536,69.0
94537,100.0
94538,1.0
94539,6.0
94540,90.0
94541,1.0
94542,81.0
94543,129.0
94544,-1.0
94545,35.0
94546,243.0
94547,37.0
94548,57.0
94549,72.0
94550,201.0
94551,-1.0
94552,41.0
94553,121.0
94554,58.0
94555,-1.0
94556,133.0
94557,125.0
94558,193.0
94559,178.0
94560,29.0
94561,427.0
94562,137.0
94563,220.0
94564,231.0
94565,151.0
94566,97.0
94567,267.0
94568,63.0
94569,167.0
94570,57.0
94571,51.0
94572,92.0
94573,83.0
94574,168.0
94575,69.0
94576,89.0
94577,106.0
94578,67.0
94579,130.0
94580,116.0
94581,62.0
94582,-2.0
94583,126.0
94584,7.0
94585,100.0
94586,8.0
94587,184.0
94588,113.0
94589,101.0
94590,15.0
94591,122.0
94592,70.0
94593,75.0
94594,121.0
94595,196.0
94596,88.0
94597,209.0
94598,205.0
94599,153.0
94600,100.0
94601,166.0
94602,161.0
94603,112.0
94604,-2.0
94605,-1.0
94606,190.0
94607,211.0
94608,269.0
94609,290.0
94610,167.0
94611,115.0
94612,253.0
94613,247.0
94614,224.0
94615,185.0
94616,212.0
94617,217.0
94618,143.0
94619,208.0
94620,200.0
94621,341.0
94622,213.0
94623,293.0
94624,112.0
94625,291.0
94626,-6.0
94627,-4.0
94628,-8.0
94629,-9.0
94630,-10.0
94631,-9.0
94632,-7.0
94633,-7.0
94634,-6.0
94635,-5.0
94636,-5.0
94637,-4.0
94638,-4.0
94639,-4.0
94640,-2.0
94641,-1.0
94642,-1.0
94643,-1.0
94644,-1.0
94645,0.0
94646,0.0
94647,-5.0
94648,0.0
94649,1.0
94650,2.0
94651,-3.0
94652,-3.0
94653,3.0
94654,-2.0
94655,3.0
94656,761.0
94657,-3.0
94658,-1.0
94659,-7.0
94660,-5.0
94661,-3.0
94662,-5.0
94663,10.0
94664,-4.0
94665,-7.0
94666,12.0
94667,35.0
94668,797.0
94669,5.0
94670,-10.0
94671,-9.0
94672,-7.0
94673,-7.0
94674,-6.0
94675,-6.0
94676,-6.0
94677,-5.0
94678,-14.0
94679,1.0
94680,-4.0
94681,-3.0
94682,2.0
94683,-3.0
94684,-3.0
94685,-10.0
94686,0.0
94687,31.0
94688,0.0
94689,-1.0
94690,-8.0
94691,-5.0
94692,-4.0
94693,-7.0
94694,-2.0
94695,-7.0
94696,-4.0
94697,0.0
94698,-3.0
94699,-10.0
94700,-3.0
94701,-9.0
94702,-3.0
94703,-7.0
94704,-7.0
94705,-6.0
94706,-6.0
94707,-5.0
94708,-5.0
94709,0.0
94710,-4.0
94711,-4.0
94712,-3.0
94713,-3.0
94714,-2.0
94715,-1.0
94716,-4.0
94717,4.0
94718,-5.0
94719,-6.0
94720,-6.0
94721,30.0
94722,1.0
94723,-7.0
94724,-1.0
94725,5.0
94726,30.0
94727,30.0
94728,5.0
94729,0.0
94730,11.0
94731,-4.0
94732,-4.0
94733,-2.0
94734,3.0
94735,-1.0
94736,-6.0
94737,-5.0
94738,-4.0
94739,1.0
94740,-3.0
94741,-1.0
94742,4.0
94743,-1.0
94744,3.0
94745,-2.0
94746,-2.0
94747,-1.0
94748,-5.0
94749,-4.0
94750,2.0
94751,-3.0
94752,-2.0
94753,-5.0
94754,-5.0
94755,-10.0
94756,-1.0
94757,54.0
94758,-10.0
94759,-5.0
94760,-8.0
94761,-4.0
94762,-3.0
94763,-2.0
94764,-7.0
94765,-5.0
94766,-5.0
94767,29.0
94768,-4.0
94769,6.0
94770,-4.0
94771,12.0
94772,-5.0
94773,-4.0
94774,753.0
94775,-6.0
94776,-6.0
94777,-1.0
94778,5.0
94779,1.0
94780,5.0
94781,-3.0
94782,-2.0
94783,-6.0
94784,-14.0
94785,32.0
94786,82.0
94787,-2.0
94788,1.0
94789,-4.0
94790,-4.0
94791,-1.0
94792,-1.0
94793,15.0
94794,-9.0
94795,-3.0
94796,4.0
94797,-1.0
94798,0.0
94799,-5.0
94800,-4.0
94801,-3.0
94802,-6.0
94803,-1.0
94804,-5.0
94805,25.0
94806,-4.0
94807,-3.0
94808,8.0
94809,14.0
94810,-1.0
94811,-5.0
94812,-5.0
94813,20.0
94814,-3.0
94815,-5.0
94816,0.0
94817,0.0
94818,-3.0
94819,-1.0
94820,4.0
94821,-9.0
94822,-8.0
94823,11.0
94824,3.0
94825,-7.0
94826,-2.0
94827,25.0
94828,-6.0
94829,-6.0
94830,10.0
94831,66.0
94832,-5.0
94833,-4.0
94834,2.0
94835,-2.0
94836,-2.0
94837,-2.0
94838,-1.0
94839,-3.0
94840,-5.0
94841,66.0
94842,12.0
94843,42.0
94844,-4.0
94845,-1.0
94846,35.0
94847,5.0
94848,-3.0
94849,-3.0
94850,812.0
94851,34.0
94852,-6.0
94853,4.0
94854,-2.0
94855,8.0
94856,50.0
94857,-6.0
94858,-8.0
94859,-3.0
94860,-2.0
94861,75.0
94862,10.0
94863,4.0
94864,6.0
94865,12.0
94866,22.0
94867,43.0
94868,-2.0
94869,-9.0
94870,-4.0
94871,97.0
94872,-5.0
94873,-3.0
94874,-2.0
94875,-5.0
94876,41.0
94877,27.0
94878,143.0
94879,-5.0
94880,16.0
94881,1.0
94882,-6.0
94883,18.0
94884,45.0
94885,15.0
94886,24.0
94887,-6.0
94888,23.0
94889,-6.0
94890,44.0
94891,-4.0
94892,-4.0
94893,-3.0
94894,-1.0
94895,-1.0
94896,51.0
94897,-5.0
94898,1.0
94899,10.0
94900,80.0
94901,1.0
94902,12.0
94903,-6.0
94904,62.0
94905,2.0
94906,2.0
94907,-1.0
94908,3.0
94909,77.0
94910,-1.0
94911,15.0
94912,-4.0
94913,-3.0
94914,17.0
94915,13.0
94916,-2.0
94917,-2.0
94918,18.0
94919,17.0
94920,130.0
94921,51.0
94922,-6.0
94923,-6.0
94924,-5.0
94925,-5.0
94926,-7.0
94927,-2.0
94928,-2.0
94929,64.0
94930,52.0
94931,1.0
94932,4.0
94933,-1.0
94934,2.0
94935,33.0
94936,132.0
94937,12.0
94938,2.0
94939,135.0
94940,10.0
94941,-3.0
94942,18.0
94943,54.0
94944,-7.0
94945,-6.0
94946,49.0
94947,171.0
94948,-6.0
94949,-4.0
94950,-3.0
94951,-5.0
94952,1.0
94953,-11.0
94954,-1.0
94955,-3.0
94956,-2.0
94957,-8.0
94958,14.0
94959,5.0
94960,2.0
94961,10.0
94962,30.0
94963,20.0
94964,6.0
94965,-5.0
94966,-4.0
94967,1.0
94968,-4.0
94969,93.0
94970,183.0
94971,18.0
94972,4.0
94973,181.0
94974,18.0
94975,30.0
94976,0.0
94977,-6.0
94978,14.0
94979,4.0
94980,35.0
94981,-8.0
94982,-5.0
94983,-4.0
94984,-8.0
94985,-2.0
94986,-2.0
94987,0.0
94988,-10.0
94989,2.0
94990,-7.0
94991,53.0
94992,52.0
94993,27.0
94994,9.0
94995,0.0
94996,36.0
94997,120.0
94998,42.0
94999,42.0
95000,16.0
95001,41.0
95002,33.0
95003,3.0
95004,-2.0
95005,381.0
95006,-11.0
95007,37.0
95008,3.0
95009,31.0
95010,-3.0
95011,120.0
95012,36.0
95013,37.0
95014,-6.0
95015,39.0
95016,65.0
95017,22.0
95018,59.0
95019,48.0
95020,14.0
95021,-6.0
95022,36.0
95023,-5.0
95024,-5.0
95025,-5.0
95026,-5.0
95027,7.0
95028,7.0
95029,-3.0
95030,-2.0
95031,-2.0
95032,-1.0
95033,155.0
95034,25.0
95035,56.0
95036,27.0
95037,11.0
95038,-5.0
95039,4.0
95040,6.0
95041,2.0
95042,-1.0
95043,29.0
95044,-5.0
95045,50.0
95046,76.0
95047,31.0
95048,91.0
95049,-2.0
95050,33.0
95051,-6.0
95052,81.0
95053,-3.0
95054,100.0
95055,76.0
95056,11.0
95057,6.0
95058,32.0
95059,51.0
95060,-4.0
95061,5.0
95062,-3.0
95063,14.0
95064,-3.0
95065,45.0
95066,61.0
95067,79.0
95068,-4.0
95069,111.0
95070,45.0
95071,41.0
95072,16.0
95073,-4.0
95074,58.0
95075,9.0
95076,18.0
95077,45.0
95078,16.0
95079,17.0
95080,47.0
95081,65.0
95082,9.0
95083,35.0
95084,37.0
95085,12.0
95086,93.0
95087,9.0
95088,64.0
95089,18.0
95090,9.0
95091,105.0
95092,37.0
95093,25.0
95094,27.0
95095,57.0
95096,17.0
95097,-1.0
95098,92.0
95099,-1.0
95100,-3.0
95101,98.0
95102,59.0
95103,-6.0
95104,-5.0
95105,-2.0
95106,75.0
95107,-6.0
95108,15.0
95109,8.0
95110,0.0
95111,-4.0
95112,-4.0
95113,47.0
95114,1.0
95115,42.0
95116,-1.0
95117,-1.0
95118,4.0
95119,1.0
95120,-5.0
95121,-4.0
95122,-4.0
95123,-4.0
95124,-4.0
95125,18.0
95126,103.0
95127,-2.0
95128,7.0
95129,16.0
95130,7.0
95131,4.0
95132,7.0
95133,4.0
95134,76.0
95135,8.0
95136,52.0
95137,26.0
95138,15.0
95139,277.0
95140,21.0
95141,-9.0
95142,116.0
95143,13.0
95144,15.0
95145,8.0
95146,91.0
95147,42.0
95148,77.0
95149,35.0
95150,22.0
95151,-9.0
95152,7.0
95153,4.0
95154,-8.0
95155,12.0
95156,-2.0
95157,-2.0
95158,-1.0
95159,58.0
95160,-6.0
95161,29.0
95162,-3.0
95163,65.0
95164,86.0
95165,12.0
95166,12.0
95167,13.0
95168,-2.0
95169,-6.0
95170,3.0
95171,66.0
95172,12.0
95173,23.0
95174,-8.0
95175,6.0
95176,14.0
95177,10.0
95178,0.0
95179,-3.0
95180,73.0
95181,-2.0
95182,14.0
95183,1.0
95184,86.0
95185,92.0
95186,52.0
95187,88.0
95188,64.0
95189,5.0
95190,10.0
95191,27.0
95192,4.0
95193,75.0
95194,-3.0
95195,32.0
95196,16.0
95197,55.0
95198,33.0
95199,35.0
95200,42.0
95201,-1.0
95202,56.0
95203,-3.0
95204,57.0
95205,-2.0
95206,72.0
95207,135.0
95208,0.0
95209,-5.0
95210,36.0
95211,22.0
95212,39.0
95213,28.0
95214,4.0
95215,34.0
95216,-5.0
95217,69.0
95218,-5.0
95219,58.0
95220,10.0
95221,105.0
95222,100.0
95223,15.0
95224,36.0
95225,16.0
95226,55.0
95227,41.0
95228,67.0
95229,-7.0
95230,134.0
95231,-6.0
95232,-5.0
95233,21.0
95234,1.0
95235,-3.0
95236,57.0
95237,30.0
95238,-1.0
95239,-6.0
95240,7.0
95241,-1.0
95242,-1.0
95243,34.0
95244,191.0
95245,41.0
95246,22.0
95247,147.0
95248,-8.0
95249,78.0
95250,63.0
95251,34.0
95252,20.0
95253,17.0
95254,20.0
95255,11.0
95256,22.0
95257,83.0
95258,-5.0
95259,90.0
95260,13.0
95261,58.0
95262,-2.0
95263,-5.0
95264,5.0
95265,15.0
95266,77.0
95267,73.0
95268,34.0
95269,4.0
95270,45.0
95271,5.0
95272,14.0
95273,16.0
95274,66.0
95275,79.0
95276,24.0
95277,141.0
95278,171.0
95279,67.0
95280,102.0
95281,95.0
95282,27.0
95283,56.0
95284,163.0
95285,98.0
95286,-1.0
95287,182.0
95288,17.0
95289,122.0
95290,216.0
95291,5.0
95292,31.0
95293,-5.0
95294,22.0
95295,128.0
95296,79.0
95297,69.0
95298,33.0
95299,10.0
95300,31.0
95301,68.0
95302,169.0
95303,45.0
95304,22.0
95305,58.0
95306,73.0
95307,111.0
95308,144.0
95309,32.0
95310,-4.0
95311,137.0
95312,78.0
95313,4.0
95314,2.0
95315,-4.0
95316,4.0
95317,6.0
95318,55.0
95319,156.0
95320,129.0
95321,82.0
95322,7.0
95323,8.0
95324,72.0
95325,77.0
95326,81.0
95327,93.0
95328,34.0
95329,-8.0
95330,82.0
95331,12.0
95332,37.0
95333,54.0
95334,-5.0
95335,27.0
95336,33.0
95337,88.0
95338,60.0
95339,82.0
95340,2.0
95341,3.0
95342,63.0
95343,79.0
95344,5.0
95345,37.0
95346,67.0
95347,43.0
95348,38.0
95349,9.0
95350,16.0
95351,42.0
95352,19.0
95353,19.0
95354,66.0
95355,23.0
95356,114.0
95357,71.0
95358,31.0
95359,87.0
95360,13.0
95361,0.0
95362,39.0
95363,-9.0
95364,92.0
95365,188.0
95366,-5.0
95367,43.0
95368,99.0
95369,18.0
95370,10.0
95371,141.0
95372,-1.0
95373,0.0
95374,0.0
95375,12.0
95376,64.0
95377,75.0
95378,55.0
95379,101.0
95380,44.0
95381,17.0
95382,36.0
95383,27.0
95384,46.0
95385,81.0
95386,13.0
95387,96.0
95388,-6.0
95389,122.0
95390,34.0
95391,141.0
95392,11.0
95393,71.0
95394,-10.0
95395,122.0
95396,75.0
95397,188.0
95398,180.0
95399,117.0
95400,-5.0
95401,31.0
95402,51.0
95403,204.0
95404,24.0
95405,96.0
95406,187.0
95407,38.0
95408,33.0
95409,5.0
95410,150.0
95411,48.0
95412,124.0
95413,252.0
95414,197.0
95415,133.0
95416,285.0
95417,64.0
95418,217.0
95419,186.0
95420,106.0
95421,188.0
95422,55.0
95423,125.0
95424,135.0
95425,333.0
95426,140.0
95427,275.0
95428,230.0
95429,135.0
95430,113.0
95431,172.0
95432,79.0
95433,331.0
95434,212.0
95435,177.0
95436,222.0
95437,63.0
95438,121.0
95439,152.0
95440,93.0
95441,161.0
95442,277.0
95443,242.0
95444,238.0
95445,123.0
95446,191.0
95447,221.0
95448,77.0
95449,217.0
95450,223.0
95451,133.0
95452,229.0
95453,225.0
95454,76.0
95455,191.0
95456,242.0
95457,108.0
95458,263.0
95459,151.0
95460,201.0
95461,321.0
95462,113.0
95463,242.0
95464,213.0
95465,209.0
95466,357.0
95467,336.0
95468,272.0
95469,231.0
95470,245.0
95471,165.0
95472,406.0
95473,301.0
95474,-5.0
95475,201.0
95476,213.0
95477,342.0
95478,264.0
95479,8.0
95480,-5.0
95481,-7.0
95482,-10.0
95483,-4.0
95484,-1.0
95485,-8.0
95486,-6.0
95487,-5.0
95488,-10.0
95489,-9.0
95490,-3.0
95491,-3.0
95492,-4.0
95493,-3.0
95494,-7.0
95495,-2.0
95496,-2.0
95497,-2.0
95498,-1.0
95499,-1.0
95500,-1.0
95501,-1.0
95502,-1.0
95503,0.0
95504,-2.0
95505,0.0
95506,2.0
95507,3.0
95508,3.0
95509,0.0
95510,0.0
95511,7.0
95512,-5.0
95513,-3.0
95514,0.0
95515,11.0
95516,7.0
95517,-8.0
95518,-6.0
95519,-5.0
95520,0.0
95521,-3.0
95522,-1.0
95523,0.0
95524,-10.0
95525,-1.0
95526,-7.0
95527,4.0
95528,-5.0
95529,-5.0
95530,-2.0
95531,15.0
95532,10.0
95533,-7.0
95534,-1.0
95535,-4.0
95536,-3.0
95537,-3.0
95538,-2.0
95539,-7.0
95540,-3.0
95541,3.0
95542,4.0
95543,0.0
95544,10.0
95545,-2.0
95546,-2.0
95547,-7.0
95548,-4.0
95549,0.0
95550,1.0
95551,-3.0
95552,-7.0
95553,-7.0
95554,39.0
95555,-5.0
95556,-1.0
95557,1.0
95558,-2.0
95559,-2.0
95560,0.0
95561,-2.0
95562,0.0
95563,2.0
95564,-3.0
95565,-7.0
95566,-7.0
95567,-1.0
95568,-7.0
95569,-2.0
95570,-2.0
95571,-6.0
95572,-11.0
95573,-9.0
95574,-5.0
95575,-4.0
95576,-5.0
95577,-4.0
95578,-7.0
95579,-6.0
95580,-3.0
95581,-5.0
95582,12.0
95583,0.0
95584,-3.0
95585,-8.0
95586,7.0
95587,-3.0
95588,-5.0
95589,-4.0
95590,0.0
95591,12.0
95592,33.0
95593,-6.0
95594,-1.0
95595,0.0
95596,-5.0
95597,-3.0
95598,-3.0
95599,-8.0
95600,4.0
95601,-1.0
95602,11.0
95603,-1.0
95604,0.0
95605,72.0
95606,-3.0
95607,5.0
95608,0.0
95609,-4.0
95610,-8.0
95611,2.0
95612,0.0
95613,-4.0
95614,-2.0
95615,-2.0
95616,18.0
95617,15.0
95618,-7.0
95619,4.0
95620,0.0
95621,0.0
95622,-5.0
95623,-5.0
95624,-9.0
95625,-3.0
95626,-2.0
95627,-2.0
95628,-4.0
95629,-2.0
95630,-2.0
95631,-2.0
95632,13.0
95633,-3.0
95634,13.0
95635,0.0
95636,-4.0
95637,2.0
95638,-1.0
95639,-5.0
95640,-8.0
95641,-2.0
95642,54.0
95643,-6.0
95644,-5.0
95645,-4.0
95646,-4.0
95647,-3.0
95648,-2.0
95649,-1.0
95650,-1.0
95651,1.0
95652,-8.0
95653,-4.0
95654,-9.0
95655,24.0
95656,-6.0
95657,-1.0
95658,0.0
95659,-5.0
95660,-1.0
95661,-10.0
95662,7.0
95663,3.0
95664,-7.0
95665,-1.0
95666,-4.0
95667,-6.0
95668,-2.0
95669,-1.0
95670,39.0
95671,0.0
95672,3.0
95673,7.0
95674,-5.0
95675,-5.0
95676,0.0
95677,37.0
95678,-6.0
95679,18.0
95680,-7.0
95681,-6.0
95682,-7.0
95683,-5.0
95684,1.0
95685,-3.0
95686,-4.0
95687,-1.0
95688,-1.0
95689,0.0
95690,4.0
95691,7.0
95692,2.0
95693,-3.0
95694,-5.0
95695,-9.0
95696,-9.0
95697,61.0
95698,-5.0
95699,-5.0
95700,57.0
95701,103.0
95702,-2.0
95703,143.0
95704,-9.0
95705,-9.0
95706,56.0
95707,-6.0
95708,-5.0
95709,9.0
95710,22.0
95711,-1.0
95712,49.0
95713,0.0
95714,51.0
95715,38.0
95716,230.0
95717,0.0
95718,-3.0
95719,12.0
95720,-2.0
95721,-2.0
95722,-11.0
95723,-4.0
95724,-3.0
95725,0.0
95726,-15.0
95727,1.0
95728,7.0
95729,-2.0
95730,14.0
95731,155.0
95732,11.0
95733,-3.0
95734,42.0
95735,-6.0
95736,-7.0
95737,11.0
95738,0.0
95739,-4.0
95740,-6.0
95741,315.0
95742,0.0
95743,-8.0
95744,89.0
95745,-1.0
95746,-4.0
95747,-5.0
95748,61.0
95749,-2.0
95750,-7.0
95751,-6.0
95752,38.0
95753,0.0
95754,-3.0
95755,-7.0
95756,-6.0
95757,55.0
95758,-3.0
95759,0.0
95760,-4.0
95761,-13.0
95762,-2.0
95763,-4.0
95764,-9.0
95765,27.0
95766,22.0
95767,-7.0
95768,-7.0
95769,-7.0
95770,-6.0
95771,-6.0
95772,-6.0
95773,-4.0
95774,-3.0
95775,-3.0
95776,-2.0
95777,0.0
95778,-9.0
95779,2.0
95780,-3.0
95781,-5.0
95782,40.0
95783,42.0
95784,63.0
95785,-11.0
95786,-3.0
95787,21.0
95788,-10.0
95789,-3.0
95790,2.0
95791,-5.0
95792,-7.0
95793,-4.0
95794,31.0
95795,-3.0
95796,-7.0
95797,-6.0
95798,56.0
95799,13.0
95800,8.0
95801,-5.0
95802,-7.0
95803,-5.0
95804,-5.0
95805,-3.0
95806,-3.0
95807,0.0
95808,0.0
95809,3.0
95810,-12.0
95811,-10.0
95812,200.0
95813,-4.0
95814,17.0
95815,-3.0
95816,-6.0
95817,-5.0
95818,26.0
95819,0.0
95820,-10.0
95821,-3.0
95822,-3.0
95823,0.0
95824,22.0
95825,142.0
95826,4.0
95827,0.0
95828,20.0
95829,2.0
95830,3.0
95831,-6.0
95832,-1.0
95833,-3.0
95834,7.0
95835,27.0
95836,-7.0
95837,-2.0
95838,-6.0
95839,42.0
95840,12.0
95841,46.0
95842,11.0
95843,-1.0
95844,-6.0
95845,0.0
95846,154.0
95847,-4.0
95848,1.0
95849,-7.0
95850,13.0
95851,3.0
95852,-5.0
95853,3.0
95854,9.0
95855,40.0
95856,-4.0
95857,27.0
95858,-6.0
95859,71.0
95860,23.0
95861,4.0
95862,-10.0
95863,10.0
95864,-4.0
95865,-1.0
95866,-1.0
95867,15.0
95868,30.0
95869,-1.0
95870,0.0
95871,30.0
95872,9.0
95873,-1.0
95874,-9.0
95875,-16.0
95876,-2.0
95877,-2.0
95878,0.0
95879,-4.0
95880,0.0
95881,-6.0
95882,-8.0
95883,-8.0
95884,4.0
95885,8.0
95886,-6.0
95887,42.0
95888,-3.0
95889,-1.0
95890,-4.0
95891,91.0
95892,-8.0
95893,-3.0
95894,-12.0
95895,-10.0
95896,-1.0
95897,-10.0
95898,16.0
95899,-3.0
95900,-3.0
95901,-1.0
95902,-5.0
95903,11.0
95904,34.0
95905,-4.0
95906,-3.0
95907,-2.0
95908,-12.0
95909,8.0
95910,-2.0
95911,2.0
95912,3.0
95913,0.0
95914,7.0
95915,21.0
95916,-8.0
95917,-10.0
95918,-2.0
95919,47.0
95920,-6.0
95921,1.0
95922,6.0
95923,-8.0
95924,-3.0
95925,8.0
95926,-5.0
95927,-5.0
95928,-5.0
95929,0.0
95930,0.0
95931,-4.0
95932,-3.0
95933,-2.0
95934,-2.0
95935,-12.0
95936,1.0
95937,26.0
95938,-8.0
95939,8.0
95940,-8.0
95941,8.0
95942,-6.0
95943,-5.0
95944,-5.0
95945,-4.0
95946,-8.0
95947,2.0
95948,-2.0
95949,-6.0
95950,-1.0
95951,47.0
95952,-11.0
95953,5.0
95954,-5.0
95955,-5.0
95956,4.0
95957,-2.0
95958,-10.0
95959,-1.0
95960,-8.0
95961,-5.0
95962,-8.0
95963,-3.0
95964,-2.0
95965,-7.0
95966,-5.0
95967,-6.0
95968,-8.0
95969,-3.0
95970,-2.0
95971,-8.0
95972,7.0
95973,243.0
95974,-9.0
95975,-9.0
95976,1.0
95977,-3.0
95978,-5.0
95979,-7.0
95980,-2.0
95981,96.0
95982,-9.0
95983,69.0
95984,13.0
95985,-1.0
95986,-6.0
95987,47.0
95988,-10.0
95989,7.0
95990,-7.0
95991,-7.0
95992,-2.0
95993,-6.0
95994,-6.0
95995,-3.0
95996,-3.0
95997,1.0
95998,-2.0
95999,-3.0
96000,-7.0
96001,29.0
96002,-1.0
96003,-5.0
96004,-15.0
96005,31.0
96006,-8.0
96007,-8.0
96008,319.0
96009,110.0
96010,-5.0
96011,5.0
96012,-9.0
96013,-8.0
96014,-2.0
96015,16.0
96016,40.0
96017,-6.0
96018,-2.0
96019,6.0
96020,-8.0
96021,-7.0
96022,-3.0
96023,-7.0
96024,34.0
96025,-6.0
96026,-6.0
96027,-2.0
96028,-3.0
96029,-2.0
96030,-1.0
96031,59.0
96032,0.0
96033,0.0
96034,-1.0
96035,5.0
96036,-3.0
96037,-7.0
96038,-4.0
96039,1.0
96040,163.0
96041,-4.0
96042,-11.0
96043,14.0
96044,-5.0
96045,-4.0
96046,-4.0
96047,-4.0
